語	級別	舊	漢字・原文	備註	發音	中文意思
プラットホーム	2		platform		5	月台、平台
ふらふら	1		ふらふら		1	蹓達、晃晃悠悠、迷迷糊糊、猶猶豫豫
ぶらぶら	1		ぶらぶら		1	搖晃、鎦躂、閒賦
プラン	2		plan		1	計畫、設計圖
ふり	2		不利		1	不利
ふり	1		振り		0,2	姿勢、假裝、揮動
ぶり	2		〜振り			相隔、狀態
フリー	2		free		2	自由、免費
ふりかえる	1		振り返る		3	回頭看、回顧
ふりがな	2		振り仮名		0	假名注音
ふりだし	1		振り出し		0	出發點
ふりむく	2		振り向く		3	回頭
ふりょう	1		不良		0	(品質)不好、(品質)壞
ふりょく	1		浮力		1	浮力
ぶりょく	1		武力		1	武力
プリント	2		print		0	印刷(物)、列印
ふる	4		降る		1	下、降
ふる	2		古〜		0	舊東西
ふる	2		振る		0	揮、招、搖、擺、撒
ふるい	4		古い		2	舊、老、以往、古老、年久
ブルー	1		blue		2	青色、憂鬱
ふるえる	2		震える		0	顫動、發抖
ふるさと	2		故郷、郷里		2	故鄉、老家
ふるまう	2		振舞う		3	行動、動作、款待
ふるわせる	1		震わせる		0	震動、震撼
ぶれい	1		無礼		1	沒有禮貌
ブレーキ	2		brake		2	剎車、制動裝置、車閘
プレゼント	3		present		2	禮物、送
ふれる	2		触れる		0	接觸、觸及
ふろ	4		風呂		1,2	澡盆、浴池
プロ	2		professional/production		1	內行(人)、專業//制作公司
ブローチ	2		broach		2	胸針、別針
ふろく	1		付録		0	附錄
プログラム	2		program		3	節目單、計畫表、程式
ふろしき	2		風呂敷		0	包袱
フロント	1		front		0	正面、服務台
ふわふわ	2		ふわふわ		1	輕飄飄
ふん	4		〜分			分
ぶん	2		分		1	部分、程度
ぶん	2		文		1	文章、論文
ふんいき	2		雰囲気		3	氣氛
ふんか	2		噴火		0	噴火
ぶんか	3		文化		1	文化
ふんがい	1		憤慨		0	氣憤、憤概
ぶんかい	2		分解		0	拆卸、分析
ぶんがく	3		文学		1	文學
ぶんかざい	1		文化財		3	文物、文化遺產
ぶんぎょう	1		分業		0	分工
ぶんげい	2		文芸		0,1	文藝
ぶんけん	2		文献		0	文獻、參考資料
ぶんご	1		文語		0	書面語
ぶんさん	1		分散		0	分散、散開
ぶんし	1		分子		1	分子
ふんしつ	1		紛失		0	遺失、失落、丟失
ふんしゅつ	1		噴出		0	噴出、射出
ぶんしょ	1		文書		1	文書、公文、文件
ぶんしょう	4	*2	文章		1	文章
ふんすい	2		噴水		0	噴泉、噴水池
ぶんすう	2		分数		3	分數
ぶんせき	2		分析		0	分析、剖析
ふんそう	1		紛争		0	糾紛、爭端
ぶんたい	2		文体		0	文體、風格
ふんだん	1		ふんだん		0,1	很多、大量
ぶんたん	1		分担		0	分擔
ふんとう	1		奮闘		0	奮戰、奮鬥
ぶんぱい	1		分配		0	分配
ぶんぷ	2		分布		0	分布
ぶんぼ	1		分母		1	分母
ぶんぽう	3		文法		0	文法
ぶんぼうぐ	2		文房具		3	文具
ふんまつ	1		粉末		0	粉末
ぶんみゃく	2		文脈		0	前後文的邏輯性、文理、場面
ぶんめい	2		文明		0	文明、物質文化
ぶんや	2		分野		1	領域、範圍
ぶんり	1		分離		0	分離
ぶんりょう	2		分量		3	數量、分量
ぶんるい	2		分類		0	分類
ぶんれつ	1		分裂		0	分裂、裂開
ペア	1		pair		1	一對
へい	2		塀		0	圍牆、牆強
へいかい	2		閉会		0	閉會
へいき	2		平気		0	冷靜、不在乎
へいき	1		兵器		1	兵器、武器
へいきん	2		平均		0	平均
へいこう	2		平行		0	平行、並行
へいこう	1		並行		0	並行、並進
へいこう	1		閉口		0	啞口無言、為難、吃不消
へいさ	1		閉鎖		0	關閉、封閉
へいし	1		兵士		1	士兵、戰士
へいじつ	2		平日		0	平常、平日
へいじょう	1		平常		0	平常、普通
へいたい	2		兵隊		0	兵隊
へいほう	1		平方		0	平方
へいぼん	2		平凡		0	平凡、通俗
へいや	2		平野		0,1	平原
へいれつ	1		並列		0	並排、並列
へいわ	2		平和		0	和平、和睦
ページ	4		page		0	頁、頁數
ベース	1		base		0,1	壘、基本
へきえき	1		辟易		0	畏縮、退縮
ぺこぺこ	1		ぺこぺこ		0//1	餓、空//點頭哈腰、諂媚
へこむ	2		凹む		0	凹下、陷下
ベスト	1		best/vest		1	最佳//背心
ベストセラー	1		best-seller		4	暢銷書
へそ	2		へそ		0	肚臍
へた	4		下手		2	笨拙、不高明
へだたる	1		隔たる		3	相隔、離
へだてる	2		隔てる		3	隔開、分開、間隔
べつ	3	*2	別		0	區別、分別
べっきょ	1	*0	別居		0	分居
べっそう	2		別荘		3	別墅
ベッド	4		bed		1	床
ペット	4	*0	pet		1	寵物
べつに	2		別に		0	特別
べつべつ	2		別々		0	分別、各別、各自
ベテラン	2		veteran		0	老手
へや	4		部屋		2	房間
へらす	2		減らす		0	減少
へり	1		縁		2	邊緣
へりくだる	1		謙る		0,4	謙恭、謙遜
ヘリコプター	2		helicopter		3	直昇機
へる	2		減る「腹が〜」		0	餓
へる	2		減る		0	減少
へる	1		経る		1	經過、通過
ベル	2		bell		1	鈴、門鈴、電鈴
ベルト	2		belt		0	(皮)帶
へん	4		辺		0,1	附近、邊
へん	3		変		1	反常、奇怪
へん	2		〜遍			次、回、遍
へん	2		〜編			編輯
べん	2		便「交通の〜」		1	方便、便利
ペン	4		pen		1	鋼筆、筆桿子
へんか	2		変化		1	變化
べんかい	1		弁解		0	辨解、辦明
へんかく	1		変革		0	改革、變革
へんかん	1		返還		0	歸還
べんぎ	1		便宜		1	方便、權宜
ペンキ	2		pek	オランダ語	0	油漆、塗料
へんきゃく	1	*0	返却		0	還、歸還
べんきょう（する）	4		勉強（する）		0	學習、用功
へんけん	1		偏見		0	偏見、偏執
べんご	1		弁護		1	辨解
へんこう	2		変更		0	變更、更改
へんさい	1		返済		0	還、還清
へんじ（する）	3		返事（する）		3	回答、回覆
へんしゅう	2		編集		0	編輯
べんじょ	2		便所		3	廁所
べんしょう	1		弁償		0	賠償
へんせん	1		変遷		0	變遷
ベンチ	2		bench		1	板凳、長凳
ペンチ	2		pinchers		1	鉗子
へんとう	1		返答		0,3	回答
へんどう	1		変動		0	變動、改變
べんとう	2		弁当		3	便當
べんり	4		便利		1	方便、方便
べんろん	1		弁論		0	辯論
ほ	2		〜歩			步、走
ほ	1		穂		1	穗、尖端
ぽい	2		〜ぽい	接尾辞		表具有某種傾向的意思
ほいく	1		保育		0,1	保育
ボイコット	1		boycott		3	聯合抵制
ポイント	1		point		0	(重)點
ほう	4		方「〜より〜の方が」		1	這一方面
ほう	2		法		0	法則、法律、道理、禮節
ほう	2		方		1	方向、方形、方面
ぼう	2		棒		0	棒子
ぼう	2		防〜			防〜
ほうあん	1		法案		0	法律草案、法案
ぼうえい	1		防衛		0	防衛、保衛
ぼうえき	3		貿易		0	貿易
ぼうえんきょう	2		望遠鏡		0	望遠鏡
ぼうか	1		防火		0	防火
ほうかい	1		崩壊		0	崩潰
ぼうがい	1		妨害		0	妨害、防礙
ほうがく	2		方角		0	方向、方位
ほうがく	1		法学		1	法學、法律學
ほうき	2		箒		0,1	掃箒
ほうき	1		放棄		1	放棄
ほうけん	1		封建		0	封建
ほうげん	2		方言		3	方言
ぼうけん	2		冒険		0	冒險
ほうこう	2		方向		0	方向
ほうこく	2		報告		0	報告
ほうさく	1		方策		0	方策
ほうさく	1		豊作		0	豐收
ぼうさん	2		坊さん		0	和尚
ほうし	1		奉仕		0,1	服務、效力
ぼうし	4		帽子		0	帽子
ぼうし	2		防止		0	防止
ほうしき	1		方式		0	方式、手續
ほうしゃ	1		放射		0	放射
ほうしゃのう	1		放射能		3	放射能
ほうしゅう	1		報酬		0	報酬、工資
ほうしゅつ	1		放出		0	放出、發放、處理
ほうじる‧ずる	1		報じる‧報ずる		0,3	報答、報告
ほうしん	2		方針		0	方針、磁針
ほうせき	2		宝石		0	寶石
ぼうせき	1		紡績		0	紡紗
ぼうぜん	1		呆然、茫然		0	呆然、茫然
ほうそう	3		放送		0	廣播
ほうそう	2		包装		0	包裝
ほうそく	2		法則		0	法則、規律、定律
ほうたい	2		包帯		0	繃帶、紗布
ぼうだい	2		膨大		0	膨脹、膨腫
ほうち	1		放置		0,1	放置不理、放置不顧
ほうちょう	2		包丁		0	菜刀、廚師、烹調
ぼうちょう	1		膨張		0	膨脹、擴大、增加
ほうてい	1		法廷		0	法庭
ほうていしき	2		方程式		3	方程式
ほうどう	1		報道		0	報導
ぼうとう	1		冒頭		0	冒頭、開頭
ぼうどう	1		暴動		0	暴動
ぼうはん	2		防犯		0	防止犯罪
ほうび	1		褒美		0	獎勵、獎品
ほうふ	2		豊富		0,1	豐富
ぼうふう	1		暴風		3	暴風
ほうほう	2		方法		0	方法、辦法
ほうぼう	2		方々		1	各方、到處
ほうむる	1		葬る		3	埋葬、棄而不顧
ほうめん	2		方面		3	方面、部門
ほうもん	2		訪問		0	訪問、拜訪
ぼうや	2		坊や		1	對男孩子的愛稱
ほうりこむ	1		放り込む		4	投進、扔進
ほうりだす	1		放り出す		4	扔出去、丟開、開除
ほうりつ	3		法律		0	法律
ぼうりょく	1		暴力		1	武力、暴力
ほうる	2		放る		0	扔、放棄
ほうわ	1		飽和		0	飽和
ほえる	2		吠える		2	吠、叫、咆哮
ボーイ	2		boy		0,1	服務員、男性侍者、男孩
ホース	1		hoos	オランダ語	1	軟管
ポーズ	1		pose/pause		1	姿勢、暫停
ボート	2		boat		1	船、小艇
ボーナス	2		bonus		1	紅利、獎金
ホーム	2		home		1	家、本壘
ホール	1		hall/hole		1	大廳、集會場//孔、穴
ボール	2		ball/bowl		0,1	球//大碗
ボールペン	4		ballpen		0	原子筆
ほおん	1		保温		0	保溫
ほか	4		外		0	另外、其他、外部、別處
ほか	2		他		0	另外、其他、外部、別處
ほかく	1		捕獲		0	捕獲
ほがらか	2		朗らか		2	（天氣）晴朗、（心情）舒暢
ほかん	1		保管		0	保管
ほきゅう	1		補給		0	補充、供應
ほきょう	1		補強		0	補強、增強、加強
ぼきん	1		募金		0	募捐
ぼく	3		僕		0,1	我（男子用於客氣的場合）
ぼくし	1		牧師		0,1	牧師
ぼくじょう	2		牧場		0	牧場
ぼくちく	2		牧畜		0	畜牧
ほげい	1		捕鯨		0	補鯨
ポケット	4		pocket		1,2	口袋
ぼける	1		惚ける、呆ける//暈ける		2	發呆//模糊
ほけん	2		保健		0	保健、保持健康
ほけん	1		保険		0	保險
ほご	1		保護		1	保護
ぼこう	1		母校		1	母校
ぼこく	1		母国		1	祖國
ほこり	2		埃		0	塵埃、灰塵
ほこり	2		誇り		0,3	自豪、榮譽
ほこる	1		誇る		2	自誇、自豪、誇耀
ほころびる	1		綻びる		4	綻線、微開
ほし	3		星		0	星、小點、目標
ほし〜	1		干し〜		0	曬乾（的東西）
ほしい	4		欲しい		2	希望得到的、需要的
ポジション	1		position		2	地位、(守備)位置
ほしもの	1		干し物		2,3	曬乾的東西
ほしゅ	1		保守		1	保守
ほじゅう	1		補充		0	補充
ぼしゅう	2		募集		0	募集
ほじょ	1		補助		1	補助
ほしょう	2		保証		0	保証
ほしょう	1		保障		0	保障
ほしょう	1		補償		0	補償
ほす	2		干す		1	烘乾
ポスター	2		poster		1	海報
ポスト	4	*2	post		1	郵筒、信箱、地位、職位
ほそい	4		細い		2	細的
ほそう	1		舗装		0	鋪路
ほそく	1		補足		0	補充
ほぞん	2		保存		0	保存
ボタン	4		botão/button	ポルトガル語,英語	0,1	鈕扣//按鍵
ぼち	1		墓地		1	墓地
ほっきょく	2		北極		0	北極
ほっさ	1		発作		0	發作
ぼっしゅう	1		没収		0	沒收
ほっそく	1		発足		0	成立
ぼっちゃん	2		坊ちゃん		1	小朋友、大少爺
ほっと	1		ほっと		0	輕輕嘆息的樣子、放心
ポット	1		pot		1	(暖)壺、熱水瓶
ほっぺた	1		頬っぺた		3	臉蛋
ぼつぼつ	1		ぼつぼつ		1	斑點、慢慢
ぼつらく	1		没落		0	沒落
ホテル	4		hotel		1	旅館
ほど	2		程		0,2	限度、程度
ほどう	2		歩道		0	人行道
ほどく	2		解く		2	解開
ほとけ	2		仏		0,3	佛像、死者、寬厚仁慈的人
ほどける	1		解ける		3	解開
ほどこす	1		施す		3	施行
ほとり	1		畔		0,3	旁邊、畔
ほとんど	3		殆ど		2	大部份
ほね	2		骨		2	骨
ほのお	2		炎		1	火焰
ほぼ	2		略「ほぼ一万円」		1	大致
ほほ//ほお	2		頬		1	頰、臉蛋
ほほえむ	2		微笑む		3	微笑
ほめる	3		褒める		2	稱讚、讚美
ぼやく	1		ぼやく		2	嘟嚷
ぼやける	1		暈やける		3	模糊
ほよう	1		保養		0	療養
ほり	2		堀、濠		2	溝
ほりょ	1		捕虜		1	俘虜
ほる	2		彫る		1	雕刻
ほる	2		掘る		1	挖掘
ボルト	1		volt/bolt		0,1//0	伏特//螺栓
ぼろ	2		襤褸		1	數量很多
ほろびる	1		滅びる		0,3	滅亡
ほろぶ	1	*0	滅ぶ		0,2	滅亡、絕滅
ほろぼす	1		滅ぼす		0,3	使…滅亡
ほん	4		本「書籍」		1	書
ほん	4		〜本			根、棵、隻等（表示細長物的單位）
ぼん	2		盆		0	盤、盆、盂蘭盆節
ほん〜	2		本〜		1	本〜
ほんかく	1		本格		0	正式
ほんかん	1		本館		0	原來的建築物
ほんき	1		本気		0	真心
ほんごく	1		本国		1	本國
ほんしつ	1		本質		0	本質
ほんたい	1		本体		1	真相
ほんだな	4		本棚		1	書架
ぼんち	2		盆地		0	盆地
ほんと	0	*2	本当		0	真正
ほんとう	4	*2	本当		0	真正
ほんとう	4		本当に		0,5	真正、真實
ほんにん	2		本人		1	本人
ほんね	1		本音		0	真心話
ほんの	2		本の〜		0	僅僅
ほんのう	1		本能		1,3	本能
ほんば	1		本場		0	真正產地
ほんぶ	2		本部		1	本部
ポンプ	1		pomp	オランダ語	1	泵、幫浦、抽水馬達
ほんぶん	1		本文		1	本文
ほんみょう	1		本名		1	眞名
ほんもの	2		本物		0	真貨、正式的
ほんやく	2		翻訳		0	翻譯
ぼんやり	2		ぼんやり		3	模糊
ほんらい	2		本来		1	原來
ま	2		間		0	間隔
まあ	2		まあ	感動詞	1	（表示驚嘆）呀、唷
マーク	1		mark		1	記號、標章
マーケット	2		market		1,3	市場、商場
まあまあ	2		まあ-まあ//まあまあ		1--1//3	好了好了//尚可
まい	4		〜枚			張、塊、片
マイ〜	1		my			我的…
まい〜	2		毎〜		1	每
まいあさ	4		毎朝		1	每天早晨
マイク	2		microphone		1	麥克風
マイクロフォン	1		microphone		4	麥克風
まいげつ‧まいつき	4		毎月		0	每個月
まいご	2		迷子		1	迷路的孩子
まいしゅう	4		毎週		0	每星期
まいすう	2		枚数		3	張數
まいぞう	1		埋蔵		0	埋藏
まいど	2		毎度		0	經常
マイナス	2		minus		0	減、負號、負面
まいにち	4		毎日		1	每天
まいねん‧まいとし	4		毎年		0	每年
まいばん	4		毎晩		0,1	每天晚上
まいる	3		参る		1	參拜、〔謙讓語〕來、去
まう	1		舞う		0	飄揚
まうえ	1		真上		3	正上面
まえ	4		前		1	前方、以前
まえ	4		〜前			----之前、過去
まえうり	1		前売り		0	預售
まえおき	1		前置き		0	前言
まえもって	1		前もって		3	預先
まかす	1		任す		2	任憑
まかす	1		負かす		0	打敗
まかせる	2		任せる		3	委託
まかなう	1		賄う		3	維持、供給
まがる	4		曲がる		0	彎曲、轉彎
まがる	3		曲がる		0,3	彎、轉彎
まぎらわしい	1		紛らわしい		5	容易混淆的
まぎれる	1		紛れる		3	混淆
まく	2		巻く		0	捲起
まく	2		蒔く、撒く		1	播、撒、散佈
まく	2		幕		2	布幕
まく	1		膜		2	薄膜
まくら	2		枕		1	枕頭
まけ	2		負け		0	輸
まける	3		負ける		3,0	輸、敗、屈服
まげる	2		曲げる		0	歪曲
まご	2		孫		2	孫子
まごころ	1		真心		2	誠心誠意
まごつく	1		間誤つく		0	驚慌、不知所措
まこと	1		誠		0	誠心
まことに	1		誠に		0	實在
まごまご	2		まごまご		1	不知如何是好
まさか	2		まさか		1	決（不…）、萬萬（想不到）
まさしく	1		正しく		2	的確
まさつ	2		摩擦		0	摩擦
まさに	2		正に、将に		1	真的、確實
まさる	1		勝る		2	勝、強
まざる	2		混ざる、交ざる		2	混、混合
まし	1		〜増し			增加
まじえる	1		交える		3	混雑、攙和
ました	1		真下		3	正下面
まして	1		況して		1	況且
まじめ	3		真面目		0	認真的
まじる	2		混じる、交じる		2	混雑、同…一起
まじわる	1		交わる		3	交、交叉、交際
ます	2		増す		0	增加
まず	3		先ず		1	先、首先
ますい	1		麻酔		0	麻醉
まずい	4		不味い		2	難吃、不妙
マスク	2		mask		1	(假)面具、容貌
マスコミ	1		masscommunication		0	大眾傳播、大眾宣傳
まずしい	2		貧しい		3	貧窮的
マスター	2		master		1	主人、精通、碩士
ますます	2		益々		2	越發
まぜる	2		混ぜる、交ぜる		2	混和
また	4		又		0,1,2	另、別、又
また	1		股		2	叉、岔
まだ	4		未だ		1	還、尚、依然、尚未、仍舊、另外
またがる	1		跨る「馬に〜」		3	跨
またぐ	2		跨ぐ		2	跨過
または	3		又は		2	或、或是
まち	4		町		2	城鎮
まち	2		街		2	街
まちあいしつ	2		待合室		3	等候室
まちあわせ	1		待ち合わせ		0	等候會見
まちあわせる	2		待ち合わせる		5	等候見面
まちがい	2		間違い		3	錯誤
まちがう	2		間違う		3	弄錯
まちがえる	3		間違える		3,4	做錯、搞錯、弄錯
まちかど	2		街角		0	街角
まちどおしい	1		待ち遠しい		5	急切盼望的
まちのぞむ	1		待ち望む		0	盼望、期待
まちまち	1		区々		0,2	形形色色
まつ	4		待つ		1	等、等待
まつ	2		松		1	松樹
まつ	1		末		0,1	末、底
まっか	2		真っ赤		3	鮮紅、純粹
